experiment,description,hash_n_levels,hash_n_min,hash_n_max,per_level_scale,root,latest_checkpoint,named_checkpoint,start_time,end_time
exp2_G_L8_Nmax512,experiment_2_fewer_levels,8,16,512,1.641,/misc/raid/zchen/Code/NeUF/experiments/hash_grid_nmax/exp2_G_L8_Nmax512,/misc/raid/zchen/Code/NeUF/experiments/hash_grid_nmax/exp2_G_L8_Nmax512/latest/ckpt.pkl,/misc/raid/zchen/Code/NeUF/experiments/hash_grid_nmax/exp2_G_L8_Nmax512/exp2_G_L8_Nmax512_latest.pkl,2026-04-16T19:41:21+02:00,2026-04-16T19:48:11+02:00
