experiment,raw_path,shape_zyx,dtype,gcnr,gcnr_bg_mean,gcnr_bg_std,gcnr_target_mean,gcnr_target_std,gcnr_bg_n,gcnr_target_n,niqe_mean,niqe_std,niqe_n_slices,edge_slope_mean,edge_slope_p95,edge_slope_top10_mean,resolution_gain_vs_knn,resolution_gain_pct_vs_knn,snr_bg_db,snr_target_db,cnr,bg_mean,bg_std,target_mean,target_std
recons3d_style_cluster_ckpt_0,/home/zchen/Code/NeUF/exports/recons3d_style_cluster/14-04-2026/ckpt_0/volume.raw,728x798x943,float32,0.95432,39.80097961425781,6.116581439971924,63.06031036376953,5.4369401931762695,125000,125000,5.295105001160718,1.0741560713585803,6,74.17960357666016,159.89312744140625,182.48605346679688,1.0,0.0,20.26491160234948,21.287996668007242,2.842143247349583,39.80097961425781,6.11660623550415,63.06031036376953,5.436961650848389
