ckpt,output_root,latest_output,start_time,end_time
/home/zchen/Code/NeUF/logs/23-04-2026/DUAL_HASH_Patient0_0/checkpoints/2000.pkl,/misc/raid/zchen/Code/NeUF/exports/full_grid/23-04-2026/ckpt_3/2000,/misc/raid/zchen/Code/NeUF/exports/full_grid/23-04-2026/ckpt_3/2000,2026-04-23T13:28:45+02:00,2026-04-23T13:30:43+02:00
