ckpt,output_root,latest_output,start_time,end_time
/home/zchen/Code/NeUF/logs/23-04-2026/DUAL_HASH_Patient0_9/checkpoints/8000.pkl,/misc/raid/zchen/Code/NeUF/exports/render_3d_volume/24-04-2026/ckpt_0/8000,/misc/raid/zchen/Code/NeUF/exports/render_3d_volume/24-04-2026/ckpt_0/8000,2026-04-24T11:24:40+02:00,2026-04-24T11:28:08+02:00
