ckpt,output_root,latest_output,start_time,end_time
/home/zchen/Code/NeUF/logs/23-04-2026/DUAL_HASH_Patient0_9/checkpoints/10000.pkl,/misc/raid/zchen/Code/NeUF/exports/render_3d_volume/24-04-2026/ckpt_0/10000,/misc/raid/zchen/Code/NeUF/exports/render_3d_volume/24-04-2026/ckpt_0/10000,2026-04-24T11:24:39+02:00,2026-04-24T11:27:40+02:00
