experiment,ckpt,output_root,latest_output,start_time,end_time
exp2_F_L12_Nmax512,/misc/raid/zchen/Code/NeUF/experiments/hash_grid_nmax/exp2_F_L12_Nmax512/exp2_F_L12_Nmax512_latest.pkl,/misc/raid/zchen/Code/NeUF/exports/hash_grid_nmax_full_grid/exp2_F_L12_Nmax512,/misc/raid/zchen/Code/NeUF/exports/hash_grid_nmax_full_grid/exp2_F_L12_Nmax512/17-04-2026/exp2_F_L12_Nmax512_latest_0,2026-04-17T11:07:28+02:00,2026-04-17T11:09:18+02:00
