experiment,ckpt,output_root,latest_output,start_time,end_time
exp1_C_L16_Nmax128,/misc/raid/zchen/Code/NeUF/experiments/hash_grid_nmax/exp1_C_L16_Nmax128/exp1_C_L16_Nmax128_latest.pkl,/misc/raid/zchen/Code/NeUF/exports/hash_grid_nmax_full_grid/exp1_C_L16_Nmax128,/misc/raid/zchen/Code/NeUF/exports/hash_grid_nmax_full_grid/exp1_C_L16_Nmax128/20-04-2026/exp1_C_L16_Nmax128_latest_0,2026-04-20T14:43:26+02:00,2026-04-20T14:45:59+02:00
