experiment,ckpt,output_root,latest_output,start_time,end_time
exp1_C_L16_Nmax128,/misc/raid/zchen/Code/NeUF/experiments/hash_grid_nmax/exp1_C_L16_Nmax128/exp1_C_L16_Nmax128_latest.pkl,/misc/raid/zchen/Code/NeUF/exports/hash_grid_nmax_full_grid/exp1_C_L16_Nmax128,/misc/raid/zchen/Code/NeUF/exports/hash_grid_nmax_full_grid/exp1_C_L16_Nmax128/20-04-2026/exp1_C_L16_Nmax128_latest_1,2026-04-20T16:46:36+02:00,2026-04-20T16:49:42+02:00
